A4GALT	4.85163705212995e-08
AARS2	6.15984084466492e-07
ABAT	6.1650591637225e-07
ABCA1	6.17055107301845e-07
ABCA13	6.16700656726115e-07
ABCA6	4.85163704764895e-08
ABCA8	6.17054315202259e-07
ABCA9	4.85163704764895e-08
ABCB1	6.16474209820579e-07
ABCC10	6.15475846305392e-07
ABCC11	6.16493457369125e-07
ABCC6	6.1651049895241e-07
ABCC9	6.17077446851853e-07
ABCD1	6.16756569349895e-07
ABCD2	6.16764476378966e-07
ABCE1	4.85163705145816e-08
ABHD11	6.16886865959608e-07
ABHD14A	6.16849449480495e-07
ABHD15	6.17072042992209e-07
ABHD5	6.16824819193828e-07
ABHD6	6.1703181263307e-07
ABI1	6.16698220627945e-07
ABI2	6.17064564839697e-07
ABLIM3	6.17046722244897e-07
ACAA2	6.17066549101716e-07
ACACB	6.17048300240889e-07
ACAD9	6.16675226586755e-07
ACADL	6.17044765330934e-07
ACADS	6.16844241685395e-07
ACAP1	4.87094831479966e-08
ACAP2	4.85163705176063e-08
ACAT1	6.17070534201903e-07
ACBD7	6.16623708300624e-07
ACER3	6.17016073095244e-07
ACIN1	6.15146582378334e-07
ACO1	6.17085437065821e-07
ACO2	6.16832243967893e-07
ACOT1	6.1707735565358e-07
ACOT13	6.16821014567858e-07
ACOT2	6.1703607797836e-07
ACOT4	6.16650104620788e-07
ACOT9	6.16921068910928e-07
ACOX1	6.16973904772167e-07
ACOX2	6.1680227918652e-07
ACOX3	6.16747213436221e-07
ACPL2	6.16757726775116e-07
ACSL1	6.17047179940793e-07
ACSL3	6.16985094877726e-07
ACSM1	6.16738222162225e-07
ACSM3	6.16954539788515e-07
ACSM5	6.1709299419494e-07
ACSS2	6.17010609015517e-07
ACSS3	6.16493819961971e-07
ACTL6A	6.16962341778812e-07
ACTR1A	6.17082100664678e-07
ACTR3B	6.16943071627829e-07
ACVR1B	6.16852807672007e-07
ACVR1C	6.16923820426957e-07
ACVRL1	6.17032579053331e-07
ADA	6.16969644982871e-07
ADAM10	6.16701756600859e-07
ADAM28	6.16719852968989e-07
ADAM6	4.85805761741327e-08
ADAMTS1	4.85163704641671e-08
ADAMTS13	6.15145197209867e-07
ADAMTSL3	6.16672383360056e-07
ADAMTSL4	6.16988967808251e-07
ADAP2	6.14432692733645e-07
ADAT2	6.163252920167e-07
ADC	6.16658524645385e-07
ADCK4	6.15510107280308e-07
ADCK5	6.1523956864381e-07
ADCY4	6.16648701281564e-07
ADCY5	6.16580735865395e-07
ADCY6	6.16767483324065e-07
ADD1	6.17000797179312e-07
ADH1A	6.17002300611473e-07
ADH1B	6.17065551281171e-07
ADH5	6.16950079076805e-07
ADHFE1	6.16646187706712e-07
ADIPOQ	6.17051014255915e-07
ADIPOR2	6.16960331726727e-07
ADM	6.1682819261171e-07
ADM2	6.16914532124128e-07
ADNP	6.16290303026451e-07
ADPRH	6.16569055501504e-07
ADRA1B	6.16993311772493e-07
ADRA2A	6.1697772908534e-07
ADRB1	6.17035817347719e-07
ADRB2	6.17055841898352e-07
ADRBK2	6.16928786201409e-07
ADRM1	6.13360045269735e-07
ADSS	6.16709851343338e-07
AFAP1L1	6.17076971930842e-07
AFF3	6.16622054153049e-07
AFF4	6.14551729928688e-07
AFG3L1	6.16265249320338e-07
AFTPH	6.16989765588406e-07
AGAP3	6.15281973378661e-07
AGBL2	6.17000961568904e-07
AGPAT2	6.1687132918276e-07
AGPAT5	6.16755270176606e-07
AGR2	6.16576807602545e-07
AGR3	6.16470112675788e-07
AGRN	6.16159218703094e-07
AGTR1	6.16941490625695e-07
AGXT2L2	6.16589783567776e-07
AHCY	6.16388514081819e-07
AHDC1	6.16837161209816e-07
AIDA	6.17028859683808e-07
AIF1	6.14506567650085e-07
AIFM2	6.17079135757538e-07
AK1	6.16706341958276e-07
AK3	6.17023188219571e-07
AKAP11	6.11175586596994e-07
AKAP12	6.17063766954435e-07
AKAP5	6.16931887903815e-07
AKAP8	6.16779113473791e-07
AKAP8L	6.15473841792883e-07
AKR1C1	6.17078193281912e-07
AKR1C2	6.17025215358313e-07
AKR1C3	6.17064821802308e-07
AKR7A3	6.16795396095475e-07
AKR7L	6.16844067381754e-07
AKT1	6.11811079174042e-07
AKT2	6.1686285722263e-07
ALCAM	6.16942863165292e-07
ALDH18A1	6.17014772994826e-07
ALDH1A1	6.16450592178575e-07
ALDH1L1	6.1708171582261e-07
ALDH2	6.17076280120981e-07
ALDH3A2	6.17028677551298e-07
ALDH3B2	4.85270591171415e-08
ALDH4A1	6.16852373800667e-07
ALDH7A1	6.1660133221144e-07
ALDOC	6.16544838295554e-07
ALG10B	4.85163704814278e-08
ALKBH2	6.16179491631122e-07
ALOX12P2	6.16971769271695e-07
ALOX5AP	6.13606507014617e-07
ALPK1	6.1699629697267e-07
ALS2CR4	6.16593897011379e-07
ALS2CR8	6.15399071851458e-07
AMIGO2	6.16873929640325e-07
ANAPC11	6.14260196936072e-07
ANAPC2	6.15538839341201e-07
ANGPT1	6.17062770593988e-07
ANGPTL1	6.16960782099222e-07
ANGPTL2	6.17099560232949e-07
ANGPTL4	6.1667231786779e-07
ANK1	6.1694299994705e-07
ANK2	6.1700706477935e-07
ANK3	6.17089940666147e-07
ANKDD1A	6.16465538583893e-07
ANKK1	6.16959410896632e-07
ANKRD13A	6.1692130888735e-07
ANKRD16	6.16833769919529e-07
ANKRD17	6.14581907674052e-07
ANKRD22	6.16835093028114e-07
ANKRD23	6.16824189826922e-07
ANKRD30A	6.16632664384369e-07
ANKRD36BP1	6.13634532058562e-07
ANKRD40	6.17057857569928e-07
ANKRD46	6.16089185402028e-07
ANKRD56	6.16912056367348e-07
ANKRD57	6.17065448409728e-07
ANKS1B	6.16932017160329e-07
ANKS3	6.16041946501565e-07
ANKS6	6.16923058234269e-07
ANKZF1	6.16859221506132e-07
ANLN	6.1361914706947e-07
ANO1	6.17087062422993e-07
ANO3	6.16873418997971e-07
ANO6	6.16990830545715e-07
ANO9	6.17064210782527e-07
ANTXR2	6.17058909531985e-07
ANXA2	6.1690582310541e-07
ANXA2P2	6.16668353988738e-07
ANXA5	6.17051377799999e-07
ANXA6	6.1707288606268e-07
ANXA9	6.16571337037509e-07
AOC2	6.16883323652172e-07
AOC3	6.17077459125683e-07
AOX1	6.16205309207221e-07
AP1AR	6.16920032004925e-07
AP1G2	6.17011262519521e-07
AP1M1	6.17072287442202e-07
AP1M2	6.1697396222318e-07
AP1S2	6.16749962899544e-07
AP1S3	6.17005363655322e-07
AP2A1	6.12480129061737e-07
AP3B2	6.16939462952293e-07
AP3S1	6.16931306047689e-07
AP3S2	6.16743927286357e-07
APBB1IP	6.17068250576473e-07
APBB3	6.15993874900224e-07
APC	4.85163705218244e-08
APCDD1L	6.16758669358863e-07
APH1A	6.16683247673323e-07
API5	6.15793337100172e-07
APIP	6.16620743862583e-07
APOB	6.16776205370556e-07
APOBEC3F	6.17080114819854e-07
APOL3	4.85163705429642e-08
APOL6	6.17044892525047e-07
APP	6.17072063675685e-07
AQP3	6.16880796557703e-07
AQP7	6.17071021659214e-07
AQP7P1	6.17035908373045e-07
AQPEP	6.17096499832611e-07
ARAP2	6.16907807711767e-07
ARFGAP1	6.15263207768325e-07
ARFGEF1	6.15178491698501e-07
ARFGEF2	6.13711349676809e-07
ARFIP2	6.17021359535874e-07
ARFRP1	6.13700866466495e-07
ARGLU1	6.15310278791465e-07
ARHGAP10	6.17096267124303e-07
ARHGAP17	6.16897586000403e-07
