A4GALT	4.85163694230433e-08
AARS2	6.12237151285025e-07
ABAT	6.12531912912663e-07
ABCA1	6.14201191427471e-07
ABCA13	6.1323884549202e-07
ABCA6	4.85163694230433e-08
ABCA8	6.14258160419661e-07
ABCA9	4.85163694230433e-08
ABCB1	6.12233402964679e-07
ABCC10	6.1139941990423e-07
ABCC11	6.12282509599059e-07
ABCC6	6.12683904732554e-07
ABCC9	6.14414785277393e-07
ABCD1	6.1341639809252e-07
ABCD2	6.13583511783871e-07
ABCE1	4.85163694230433e-08
ABHD11	6.13752223317429e-07
ABHD14A	6.13638483478398e-07
ABHD15	6.14379301807074e-07
ABHD5	6.1349203963404e-07
ABHD6	6.14283818781359e-07
ABI1	6.13059892273116e-07
ABI2	6.14373639930355e-07
ABLIM3	6.14293629897917e-07
ACAA2	6.14437058910996e-07
ACACB	6.14297026126667e-07
ACAD9	6.13059140589174e-07
ACADL	6.14266838743284e-07
ACADS	6.13621915629441e-07
ACAP1	4.87094385545533e-08
ACAP2	4.85163694230433e-08
ACAT1	6.14443477037326e-07
ACBD7	6.1290808952871e-07
ACER3	6.14146873224732e-07
ACIN1	6.10539002147266e-07
ACO1	6.14458201480844e-07
ACO2	6.13694218264031e-07
ACOT1	6.14357032360642e-07
ACOT13	6.13585017726471e-07
ACOT2	6.14257405794413e-07
ACOT4	6.12952044470897e-07
ACOT9	6.13908590238731e-07
ACOX1	6.14056364233673e-07
ACOX2	6.13407743782039e-07
ACOX3	6.13350180018278e-07
ACPL2	6.13294507702366e-07
ACSL1	6.1427136666165e-07
ACSL3	6.14056741299123e-07
ACSM1	6.13350180018278e-07
ACSM3	6.13927435005037e-07
ACSM5	6.1442497809575e-07
ACSS2	6.14192514958659e-07
ACSS3	6.12566057592236e-07
ACTL6A	6.14057495431412e-07
ACTR1A	6.14280800039314e-07
ACTR3B	6.13937611659903e-07
ACVR1B	6.13680660222202e-07
ACVR1C	6.1393045027501e-07
ACVRL1	6.1417553996778e-07
ADA	6.13925173571995e-07
ADAM10	6.13059140589174e-07
ADAM28	6.1336259481819e-07
ADAM6	4.85805657430351e-08
ADAMTS1	4.85163694230433e-08
ADAMTS13	6.10524464936359e-07
ADAMTSL3	6.1323884549202e-07
ADAMTSL4	6.14140838461921e-07
ADAP2	6.09521580416316e-07
ADAT2	6.11739401461935e-07
ADC	6.13019303977882e-07
ADCK4	6.11460730768949e-07
ADCK5	6.10816086941119e-07
ADCY4	6.13174169670198e-07
ADCY5	6.12785650030762e-07
ADCY6	6.13402852323263e-07
ADD1	6.14084268327806e-07
ADH1A	6.14080497356076e-07
ADH1B	6.14312875690718e-07
ADH5	6.13914620438077e-07
ADHFE1	6.13081316040353e-07
ADIPOQ	6.14312875690718e-07
ADIPOR2	6.13926681192172e-07
ADM	6.13525162200715e-07
ADM2	6.13752600009452e-07
ADNP	6.12855126563776e-07
ADPRH	6.12727452089309e-07
ADRA1B	6.14028839706543e-07
ADRA2A	6.14006218654982e-07
ADRB1	6.14213640702218e-07
ADRB2	6.14293629897917e-07
ADRBK2	6.13892761529059e-07
ADRM1	6.0731867589953e-07
ADSS	6.13294507702366e-07
AFAP1L1	6.14407612756085e-07
AFF3	6.13020807152236e-07
AFF4	6.09730072496906e-07
AFG3L1	6.11586755721853e-07
AFTPH	6.14066545163366e-07
AGAP3	6.10831011157439e-07
AGBL2	6.14125752073749e-07
AGPAT2	6.13946657858579e-07
AGPAT5	6.13335132449722e-07
AGR2	6.1273383454961e-07
AGR3	6.1228325937972e-07
AGRN	6.12624975495001e-07
AGTR1	6.13958342926432e-07
AGXT2L2	6.12786025537245e-07
AHCY	6.12436253041512e-07
AHDC1	6.13619656446627e-07
AIDA	6.14220808695401e-07
AIF1	6.09521580416316e-07
AIFM2	6.14418560355871e-07
AK1	6.13073422899273e-07
AK3	6.14212886186352e-07
AKAP11	6.03314974458661e-07
AKAP12	6.142702346758e-07
AKAP5	6.13900675781864e-07
AKAP8	6.13461178642963e-07
AKAP8L	6.11328404396185e-07
AKR1C1	6.1436948795375e-07
AKR1C2	6.14241559092495e-07
AKR1C3	6.14372885021343e-07
AKR7A3	6.13434836350921e-07
AKR7L	6.13601583582967e-07
AKT1	6.04373853578346e-07
AKT2	6.1368028361848e-07
ALCAM	6.13909720892085e-07
ALDH18A1	6.14080497356076e-07
ALDH1A1	6.12279135608807e-07
ALDH1L1	6.14387228609802e-07
ALDH2	6.14436681378329e-07
ALDH3A2	6.14187988202677e-07
ALDH3B2	4.85270558475078e-08
ALDH4A1	6.13569205697849e-07
ALDH7A1	6.12856253340067e-07
ALDOC	6.12737589000135e-07
ALG10B	4.85163694230433e-08
ALKBH2	6.12598704966338e-07
ALOX12P2	6.14091433301687e-07
ALOX5AP	6.07968891447762e-07
ALPK1	6.14059003701548e-07
ALS2CR4	6.13264042673365e-07
ALS2CR8	6.11262262685067e-07
AMIGO2	6.13697607868094e-07
ANAPC11	6.08601980390844e-07
ANAPC2	6.11434186141355e-07
ANGPT1	6.14297403487735e-07
ANGPTL1	6.13896530195422e-07
ANGPTL2	6.14414030267264e-07
ANGPTL4	6.13189585342807e-07
ANK1	6.1389992203471e-07
ANK2	6.14149890650612e-07
ANK3	6.14381566586981e-07
ANKDD1A	6.12425375967938e-07
ANKK1	6.13919896959684e-07
ANKRD13A	6.13971536279578e-07
ANKRD16	6.13585017726471e-07
ANKRD17	6.09759443801826e-07
ANKRD22	6.13585017726471e-07
ANKRD23	6.13680660222202e-07
ANKRD30A	6.12981727014718e-07
ANKRD36BP1	6.07832899441949e-07
ANKRD40	6.14283441436981e-07
ANKRD46	6.12305378735369e-07
ANKRD56	6.13818528235039e-07
ANKRD57	6.14281932064104e-07
ANKS1B	6.13777462705347e-07
ANKS3	6.12290757287332e-07
ANKS6	6.13772188631834e-07
ANKZF1	6.13680660222202e-07
ANLN	6.07619426079147e-07
ANO1	6.14386096196889e-07
ANO3	6.13708530180344e-07
ANO6	6.14106518003761e-07
ANO9	6.14321178169728e-07
ANTXR2	6.14268348041989e-07
ANXA2	6.13804964700077e-07
ANXA2P2	6.13237341248183e-07
ANXA5	6.14262310891669e-07
ANXA6	6.1441176524801e-07
ANXA9	6.12531912912663e-07
